clean_name,year,total_spending,total_claims,manufacturer_count,first_generic_year,cost_per_claim,generic_imminent,monopoly_risk,revenue_share,risk_score
anoro ellipta,2023,825920277.27,1599052.0,1,,516.5062032191573,0,1.0,0.004615591185925123,0.49231182371850246
trelegy ellipta,2023,821431680.72,1190855.0,1,,689.7831228151202,0,1.0,0.004590507013465,0.49181014026930003
entresto,2023,811917682.91,1142542.0,1,,710.6239270941462,0,1.0,0.004537338777203872,0.4907467755440775
creon,2023,809796978.62,722168.0,1,,1121.3415418849906,0,1.0,0.00452548738633933,0.4905097477267866
genvoya,2023,797201273.22,241764.0,1,,3297.4358184841417,0,1.0,0.0044550972670690855,0.48910194534138174
stelara,2023,796002364.19,41716.0,1,,19081.464286844377,0,1.0,0.004448397257269247,0.488967945145385
ofev,2023,789546950.81,77655.0,1,,10167.367855386,0,1.0,0.004412321682037316,0.4882464336407463
xeljanz,2023,762843617.74,157158.0,1,,4853.99163733313,0,1.0,0.00426309218356791,0.4852618436713582
xifaxan,2023,762215285.28,364021.0,1,,2093.8772358737547,0,1.0,0.004259580796520006,0.48519161593040017
triumeq,2023,745768144.0,239979.0,1,,3107.6391850953623,0,1.0,0.004167667227602002,0.48335334455204004
harvoni,2023,744736836.09,23000.0,1,,32379.862438695654,0,1.0,0.004161903843616438,0.4832380768723288
aubagio,2023,716372793.49,80986.0,1,,8845.63743721137,0,1.0,0.00400339359919612,0.4800678719839224
spiriva respimat,2023,671152357.13,1222865.0,1,,548.8360179823611,0,1.0,0.0037506827102265394,0.4750136542045308
acthar,2023,668892380.25,10968.0,1,,60985.81147428884,0,1.0,0.0037380530053327432,0.47476106010665486
tivicay,2023,644161666.01,329736.0,1,,1953.5679028374213,0,1.0,0.003599847333660559,0.47199694667321124
tagrisso,2023,640651418.67,41231.0,1,,15538.100426135674,0,1.0,0.0035802305896129676,0.4716046117922594
vimpat,2023,636391638.59,726686.0,1,,875.7450103483486,0,1.0,0.0035564251401860375,0.47112850280372076
basaglar kwikpen u100,2023,636253622.07,1695864.0,1,,375.1796264735852,0,1.0,0.0035556538456062146,0.47111307691212434
pradaxa,2023,627047700.54,1033883.0,1,,606.4977376937235,0,1.0,0.003504207269657461,0.47008414539314924
oxycontin,2023,622970196.55,986438.0,1,,631.5350752404104,0,1.0,0.0034814204559724567,0.46962840911944914
dexilant,2023,618678619.44,1424797.0,1,,434.22229232655604,0,1.0,0.00345743731131822,0.46914874622636443
