clean_name,year,total_spending,total_claims,manufacturer_count,first_generic_year,cost_per_claim,generic_imminent,monopoly_risk,revenue_share,risk_score
esbriet,2023,617900165.36,65773.0,1,,9394.434879965944,0,1.0,0.0034530869812813164,0.46906173962562636
toujeo solostar,2023,600891193.95,848909.0,1,,707.8393490350556,0,1.0,0.0033580336684105585,0.4671606733682112
enbrel,2023,597695545.92,99692.0,1,,5995.4213569794965,0,1.0,0.003340175038120791,0.46680350076241584
lumigan,2023,594446023.86,1744546.0,1,,340.74539958247016,0,1.0,0.0033220153370075297,0.46644030674015063
ingrezza,2023,571226455.2,85799.0,1,,6657.728588911294,0,1.0,0.0031922545847926477,0.463845091695853
ozempic,2023,552401781.35,523508.0,1,,1055.1926261871834,0,1.0,0.003087054360156958,0.4617410872031392
incruse ellipta,2023,550842944.65,1329557.0,1,,414.3056255955931,0,1.0,0.003078342922587464,0.4615668584517493
humalog,2023,549236374.47,1053989.0,1,,521.1025679300259,0,1.0,0.0030693647301802155,0.46138729460360434
forteo,2023,546536237.08,142040.0,1,,3847.762863137145,0,1.0,0.0030542752225351617,0.4610855044507033
opsumit,2023,541945046.13,53301.0,1,,10167.63374289413,0,1.0,0.003028617709255836,0.4605723541851168
brilinta,2023,541645265.8,1019121.0,1,,531.4827834967584,0,1.0,0.0030269424102143407,0.4605388482042868
mavyret,2023,538928460.83,39708.0,1,,13572.289232144658,0,1.0,0.0030117597570957395,0.4602351951419148
descovy,2023,524665873.27,283754.0,1,,1849.0166597475277,0,1.0,0.002932054396612259,0.45864108793224523
levemir,2023,518753033.57,879483.0,1,,589.8386137878731,0,1.0,0.0028990109521610384,0.4579802190432208
combivent respimat,2023,508195502.17,924971.0,1,,549.4177678759659,0,1.0,0.0028400110096532248,0.45680022019306454
farxiga,2023,508113445.73,642707.0,1,,790.5833384886115,0,1.0,0.0028395524436249583,0.4567910488724992
ventolin hfa,2023,499768121.76,7293105.0,1,,68.52611086224591,0,1.0,0.0027929152501576402,0.45585830500315283
vascepa,2023,489390056.31,1279469.0,1,,382.4946570100565,0,1.0,0.0027349182391430836,0.4546983647828617
invokana,2023,486292667.96,586272.0,1,,829.4659611238469,0,1.0,0.002717608725427181,0.45435217450854365
humira,2023,484881025.95,74567.0,1,,6502.622151219708,0,1.0,0.0027097198739261933,0.4541943974785239
tresiba flextouch u100,2023,472203376.07,791273.0,1,,596.76417124052,0,1.0,0.002638871814307427,0.4527774362861486
gilenya,2023,468266684.0,51764.0,1,,9046.1842979677,0,1.0,0.002616871917077572,0.4523374383415515
nitroglycerin,2023,61632526.55,2488912.0,9,2024.0,24.762838762479348,1,0.1111111111111111,0.0003444285775992401,0.4513330159964293
bystolic,2023,454436511.16,1696815.0,1,,267.81735849812736,0,1.0,0.0025395830726008106,0.4507916614520162
afinitor,2023,444569351.35,26978.0,1,,16478.958831269923,0,1.0,0.0024844412179902326,0.4496888243598047
cabometyx,2023,430190607.56,22021.0,1,,19535.471030380093,0,1.0,0.0024040867274561493,0.44808173454912303
ranolazine,2023,216950525.28,729402.0,17,2025.0,297.4361535614106,1,0.058823529411764705,0.0012124111246839416,0.4477776342583848
flovent hfa,2023,422968390.75,1148299.0,1,,368.34342862790965,0,1.0,0.002363725930938038,0.4472745186187608
abilify maintena,2023,422038582.34,189140.0,1,,2231.355516231363,0,1.0,0.0023585297690082445,0.4471705953801649
letairis,2023,417384657.54,41136.0,1,,10146.457058051343,0,1.0,0.0023325216724909385,0.4466504334498188
perphenazine,2023,17154318.6,232533.0,9,2025.0,73.77154468398034,1,0.1111111111111111,9.586557432930988e-05,0.44636175593103067
cosentyx sensoready 2 pens,2023,402771805.4,60647.0,1,,6641.248625653371,0,1.0,0.002250858885664163,0.4450171777132833
uptravi,2023,389893561.01,20763.0,1,,18778.286423445552,0,1.0,0.0021788898192390727,0.44357779638478145
sprycel,2023,378853902.63,33961.0,1,,11155.55792320603,0,1.0,0.0021171955476287697,0.4423439109525754
gammagard liquid,2023,370949017.27,39353.0,1,,9426.194121667979,0,1.0,0.002073019711052914,0.4414603942210583
victoza 2pak,2023,367074587.8,457374.0,1,,802.5698614263164,0,1.0,0.002051367763517094,0.44102735527034187
invega trinza,2023,364310546.59,54508.0,1,,6683.61610387466,0,1.0,0.0020359211343477755,0.44071842268695555
vesicare,2023,360898310.14,657329.0,1,,549.0375597912156,0,1.0,0.0020168521165304983,0.44033704233061
combigan,2023,359255323.36,1263163.0,1,,284.4093148390192,0,1.0,0.0020076704127885516,0.44015340825577104
prolia,2023,349966941.5,284564.0,1,,1229.8356134296678,0,1.0,0.001955763013703703,0.4391152602740741
venclexta,2023,342695362.72,38716.0,1,,8851.517789027794,0,1.0,0.001915126361658222,0.4383025272331645
bumetanide,2023,116317712.77,1890023.0,16,2025.0,61.54301443421588,1,0.0625,0.000650032484494473,0.4380006496898895
gamunexc,2023,339717613.32,45500.0,1,,7466.321171868131,0,1.0,0.0018984854409025728,0.4379697088180515
austedo,2023,339693816.48,63892.0,1,,5316.6877931509425,0,1.0,0.0018983524541144052,0.4379670490822881
renvela,2023,338872821.46,226468.0,1,,1496.3386503170425,0,1.0,0.0018937643873453871,0.43787528774690776
calcitriol,2023,38735243.74,1230765.0,12,2023.0,31.472493725447183,1,0.08333333333333333,0.00021646889477270785,0.4376627112287875
odefsey,2023,336705342.39,111716.0,1,,3013.9401911095993,0,1.0,0.0018816515992634223,0.4376330319852685
multaq,2023,334415055.59,341273.0,1,,979.9048140052098,0,1.0,0.0018688525097408084,0.4373770501948162
proair hfa,2023,327714254.51,3850051.0,1,,85.11945803055596,0,1.0,0.001831405604446613,0.43662811208893226
deferasirox,2023,20431241.41,2535.0,12,2025.0,8059.661305719921,1,0.08333333333333333,0.00011417840240127222,0.4356169013813588
tasigna,2023,318637020.13,26752.0,1,,11910.773778782894,0,1.0,0.0017806781866195676,0.43561356373239135
avonex pen,2023,318310773.09,39363.0,1,,8086.547597744074,0,1.0,0.0017788549804292127,0.43557709960858426
solifenacin succinate,2023,78844718.91,421930.0,15,2024.0,186.86682366743298,1,0.06666666666666667,0.00044061757493183947,0.4354790181653035
adempas,2023,316869356.47,30605.0,1,,10353.515976801178,0,1.0,0.0017707997358376783,0.4354159947167536
rexulti,2023,316604042.32,258992.0,1,,1222.4471887934762,0,1.0,0.0017693170483605175,0.43538634096721035
ninlaro,2023,315401201.65,30142.0,1,,10463.844524251874,0,1.0,0.0017625950668965493,0.435251901337931
chantix,2023,314672260.7,675179.0,1,,466.05753540912855,0,1.0,0.0017585214371329107,0.4351704287426582
nuplazid,2023,311931513.66,113550.0,1,,2747.085104887715,0,1.0,0.0017432049856195902,0.4348640997123918
oseltamivir phosphate,2023,69300747.71,941035.0,15,2025.0,73.64311392243646,1,0.06666666666666667,0.00038728183471360705,0.43441230336093883
synthroid,2023,306541621.01,5139352.0,1,,59.64596723672556,0,1.0,0.0017130839900549176,0.43426167980109837
premarin,2023,306397302.96,889398.0,1,,344.49965365337,0,1.0,0.0017122774798651549,0.4342455495973031
vraylar,2023,305138945.43,246419.0,1,,1238.2930919693692,0,1.0,0.0017052452467501036,0.4341049049350021
promacta,2023,304352153.49,31067.0,1,,9796.63802394824,0,1.0,0.0017008483212315481,0.434016966424631
humalog mix 7525 kwikpen,2023,303665676.52,292855.0,1,,1036.9147752983558,0,1.0,0.0016970119981150533,0.4339402399623011
amitiza,2023,288899192.73,712706.0,1,,405.35535372229225,0,1.0,0.0016144906527698181,0.4322898130553964
gattex,2023,277391826.44,6354.0,1,,43656.25219389361,0,1.0,0.0015501826319074452,0.43100365263814894
advair hfa,2023,276664860.37,481432.0,1,,574.6706915410691,0,1.0,0.0015461200386069763,0.43092240077213956
bydureon pen,2023,274072245.29,279926.0,1,,979.0882064902868,0,1.0,0.0015316314110226065,0.4306326282204522
trintellix,2023,273108622.65,580313.0,1,,470.62296148802454,0,1.0,0.00152624628090031,0.4305249256180062
lenvima,2023,272480628.35,14752.0,1,,18470.758429365513,0,1.0,0.001522736783633247,0.43045473567266496
prezcobix,2023,270064000.42,131391.0,1,,2055.42236850317,0,1.0,0.0015092316465390985,0.430184632930782
dupixent syringe,2023,265763270.27,81166.0,1,,3274.3176979277036,0,1.0,0.001485197350833227,0.4297039470166646
avonex,2023,264706242.1,32862.0,1,,8055.086181607936,0,1.0,0.0014792902311765296,0.42958580462353063
prezista,2023,264339894.75,150526.0,1,,1756.107880034014,0,1.0,0.001477242927524855,0.4295448585504971
dapsone,2023,8336191.69,78727.0,14,2023.0,105.88732823554817,1,0.07142857142857142,4.6586158431327625e-05,0.42950315174005516
xyrem,2023,255629021.33,19824.0,1,,12894.926418987086,0,1.0,0.00142856288940791,0.42857125778815824
truvada,2023,247102086.66,130480.0,1,,1893.7928162170447,0,1.0,0.0013809107786788917,0.4276182155735779
ranexa,2023,246622488.67,421644.0,1,,584.9069088377873,0,1.0,0.0013782305826401792,0.42756461165280363
lynparza,2023,242845093.91,18319.0,1,,13256.46017304438,0,1.0,0.0013571209060287209,0.42714241812057446
rebif,2023,242134217.55,29000.0,1,,8349.455777586207,0,1.0,0.0013531482288202815,0.42706296457640563
namzaric,2023,241202184.21,492807.0,1,,489.4455318410656,0,1.0,0.0013479396330423551,0.42695879266084713
velphoro,2023,239987690.99,98546.0,1,,2435.2859678728714,0,1.0,0.0013411525322096613,0.42682305064419324
nuedexta,2023,234648215.5,317293.0,1,,739.5316489805953,0,1.0,0.0013113132890195456,0.4262262657803909
privigen,2023,232635547.05,23285.0,1,,9990.790081597595,0,1.0,0.0013000656480381236,0.4260013129607625
erleada,2023,232341016.47,19250.0,1,,12069.663193246754,0,1.0,0.0012984196868159013,0.42596839373631806
glatiramer acetate,2023,232049077.06,61661.0,1,,3763.3038234864825,0,1.0,0.0012967882061455465,0.42593576412291095
